VideoID,Start,End,WorkerID,Source,AnnotationTime,Language,Description
,,,,,,,
9Wr48VFhZH8,45,50,203142,unverified,16,English,outside grassland day sunny
,,,,,,,
9Wr48VFhZH8,45,50,984231,unverified,24,English,grassland day sunny outside
,,,,,,,
9Wr48VFhZH8,45,50,896610,unverified,29,English,day sunny outside grassland
,,,,,,,
9Wr48VFhZH8,45,50,130914,unverified,13,English,outside sunny day grassland
,,,,,,,
9Wr48VFhZH8,45,50,589431,unverified,30,English,sunny day grassland outside
,,,,,,,
9Wr48VFhZH8,45,50,767031,unverified,27,English,day grassland outside sunny
,,,,,,,
9Wr48VFhZH8,45,50,649244,unverified,24,English,grassland outside sunny day
,,,,,,,
9Wr48VFhZH8,45,50,789493,unverified,92,English,outside sunny day pool
,,,,,,,
9Wr48VFhZH8,45,50,339861,unverified,68,English,sunny day pool outside
,,,,,,,
9Wr48VFhZH8,45,50,818922,unverified,37,English,day pool outside sunny
,,,,,,,
9Wr48VFhZH8,45,50,161492,unverified,39,English,pool outside sunny day
,,,,,,,
_KMoC6ZdeXs,10,16,588702,unverified,32,English,inside dark room
,,,,,,,
_KMoC6ZdeXs,10,16,588702,unverified,29,English,dark room inside
,,,,,,,
_KMoC6ZdeXs,10,16,942917,unverified,186,English,room inside dark
,,,,,,,
_KMoC6ZdeXs,10,16,362812,unverified,10,English,inside room dark
,,,,,,,
_KMoC6ZdeXs,10,16,968828,unverified,32,English,room dark inside
,,,,,,,
_KMoC6ZdeXs,10,16,203142,unverified,12,English,dark inside room
,,,,,,,
hJuqBDw_TT4,105,112,588702,unverified,38,English,outside sunny Terrace day
,,,,,,,
hJuqBDw_TT4,105,112,588702,unverified,50,English,sunny Terrace day outside
,,,,,,,
hJuqBDw_TT4,105,112,968828,unverified,44,English,Terrace day outside sunny
,,,,,,,
hJuqBDw_TT4,105,112,984231,unverified,24,English,day outside sunny Terrace
,,,,,,,
hJuqBDw_TT4,105,112,116080,unverified,26,English,sunny outside Terrace day
,,,,,,,
hJuqBDw_TT4,105,112,130914,unverified,10,English,outside Terrace day sunny
,,,,,,,
hJuqBDw_TT4,105,112,553067,unverified,27,English,Terrace day sunny outside
,,,,,,,
hJuqBDw_TT4,105,112,408475,unverified,18,English,day sunny outside Terrace
,,,,,,,
hJuqBDw_TT4,105,112,180998,unverified,30,English,outside sunny day Terrace
,,,,,,,
hJuqBDw_TT4,105,112,362812,unverified,13,English,sunny day Terrace outside
,,,,,,,
hJuqBDw_TT4,105,112,362812,unverified,17,English,day Terrace outside sunny
,,,,,,,
hJuqBDw_TT4,105,112,339861,unverified,22,English,Terrace outside sunny day
,,,,,,,
hJuqBDw_TT4,105,112,818922,unverified,38,English,outside sunny day Terrace happy
,,,,,,,
hJuqBDw_TT4,105,112,161492,unverified,26,English,sunny day Terrace happy outside
,,,,,,,
hJuqBDw_TT4,105,112,797651,unverified,79,English,day happy Terrace outside sunny
,,,,,,,
hJuqBDw_TT4,105,112,429648,unverified,50,English,Terrace outside sunny happy day
,,,,,,,
De815YpTBic,41,48,588702,unverified,77,English,outside clear road day
,,,,,,,
De815YpTBic,41,48,588702,unverified,32,English,sunny road day outside
,,,,,,,
De815YpTBic,41,48,362812,unverified,8,English,road day outside clear
,,,,,,,
De815YpTBic,41,48,362812,unverified,9,English,day outside sunny road
,,,,,,,
De815YpTBic,41,48,968828,unverified,48,English,sunny outside road day
,,,,,,,
De815YpTBic,41,48,203142,unverified,17,English,outside road day sunny
,,,,,,,
De815YpTBic,41,48,984231,unverified,19,English,road day sunny outside
,,,,,,,
De815YpTBic,41,48,116080,unverified,10,English,day sunny outside road
,,,,,,,
De815YpTBic,41,48,130914,unverified,18,English,outside clear day road
,,,,,,,
De815YpTBic,41,48,130914,unverified,21,English,clear day road outside
,,,,,,,
De815YpTBic,41,48,408475,unverified,17,English,day road outside sunny
,,,,,,,
De815YpTBic,41,48,789493,unverified,54,English,road outside clear day
,,,,,,,
sJC7E06IBXI,49,59,588702,unverified,41,English,outside clear road day
,,,,,,,
sJC7E06IBXI,49,59,588702,unverified,44,English,sunny forest day outside
,,,,,,,
sJC7E06IBXI,49,59,968828,unverified,119,English,road day outside clear
,,,,,,,
sJC7E06IBXI,49,59,984231,unverified,10,English,day outside sunny road
,,,,,,,
sJC7E06IBXI,49,59,116080,unverified,12,English,sunny outside road day
,,,,,,,
sJC7E06IBXI,49,59,130914,unverified,12,English,outside road day sunny
,,,,,,,
sJC7E06IBXI,49,59,553067,unverified,32,English,road day sunny outside
,,,,,,,
sJC7E06IBXI,49,59,408475,unverified,16,English,day sunny outside road
,,,,,,,
sJC7E06IBXI,49,59,288497,unverified,102,English,outside clear day road
,,,,,,,
sJC7E06IBXI,49,59,180998,unverified,27,English,clear day road outside
,,,,,,,
sJC7E06IBXI,49,59,126120,unverified,93,English,day road outside sunny
,,,,,,,
sJC7E06IBXI,49,59,197912,unverified,92,English,forest outside clear day
,,,,,,,
urNX3e1Wbc8,30,38,588702,unverified,70,English,inside bright room
,,,,,,,
urNX3e1Wbc8,30,38,968828,unverified,42,English,bright room inside
,,,,,,,
urNX3e1Wbc8,30,38,458080,unverified,173,English,room inside bright
,,,,,,,
urNX3e1Wbc8,30,38,984231,unverified,23,English,inside room bright
,,,,,,,
urNX3e1Wbc8,30,38,116080,unverified,37,English,room bright inside
,,,,,,,
urNX3e1Wbc8,30,38,116080,unverified,10,English,bright inside room
,,,,,,,
urNX3e1Wbc8,30,38,553067,unverified,36,English,inside living room bright
,,,,,,,
urNX3e1Wbc8,30,38,408475,unverified,18,English,living room bright inside
,,,,,,,
urNX3e1Wbc8,30,38,180998,unverified,31,English,bright inside living room
,,,,,,,
LYSPQqUvNO0,43,57,588702,unverified,49,English,outside clear river day
,,,,,,,
LYSPQqUvNO0,43,57,968828,unverified,38,English,sunny river day outside
,,,,,,,
LYSPQqUvNO0,43,57,408475,unverified,23,English,river day outside clear
,,,,,,,
LYSPQqUvNO0,43,57,553067,unverified,33,English,day outside sunny river
,,,,,,,
LYSPQqUvNO0,43,57,371740,unverified,28,English,clear outside river day
,,,,,,,
LYSPQqUvNO0,43,57,294030,unverified,70,English,outside river day sunny
,,,,,,,
LYSPQqUvNO0,43,57,429648,unverified,36,English,river day clear outside
,,,,,,,
LYSPQqUvNO0,43,57,421269,unverified,44,English,day clear outside river
,,,,,,,
LYSPQqUvNO0,43,57,589431,unverified,436,English,outside clear day river
,,,,,,,
LYSPQqUvNO0,43,57,550906,clean,1508,English,clear day river outside
,,,,,,,
LYSPQqUvNO0,43,57,772960,clean,124,English,day river outside sunny
,,,,,,,
LYSPQqUvNO0,43,57,625932,clean,34,English,river outside clear day
,,,,,,,
2YhDTpzxd3c,22,27,588702,unverified,56,English,outside clear road day
,,,,,,,
2YhDTpzxd3c,22,27,588702,unverified,60,English,sunny road day outside
,,,,,,,
2YhDTpzxd3c,22,27,984231,unverified,38,English,road day outside clear
,,,,,,,
2YhDTpzxd3c,22,27,116080,unverified,19,English,day outside sunny road
,,,,,,,
2YhDTpzxd3c,22,27,116080,unverified,18,English,clear outside road day
,,,,,,,
2YhDTpzxd3c,22,27,130914,unverified,13,English,outside road day sunny
,,,,,,,
2YhDTpzxd3c,22,27,553067,unverified,2488,English,road day clear outside
,,,,,,,
2YhDTpzxd3c,22,27,180998,unverified,42,English,day clear outside road
,,,,,,,
2YhDTpzxd3c,22,27,126120,unverified,137,English,outside clear day road
,,,,,,,
2YhDTpzxd3c,22,27,362812,unverified,12,English,clear day road outside
,,,,,,,
2YhDTpzxd3c,22,27,634704,unverified,28,English,day road outside sunny
,,,,,,,
2YhDTpzxd3c,22,27,339861,unverified,34,English,road outside clear day
,,,,,,,
2YhDTpzxd3c,22,27,818922,unverified,40,English,clear day forest outside
,,,,,,,
2YhDTpzxd3c,22,27,161492,unverified,27,English,day forest outside sunny
,,,,,,,
2YhDTpzxd3c,22,27,797651,unverified,34,English,forest outside clear day
,,,,,,,
vuvpbeQak9Q,23,29,588702,unverified,51,English,outside cloudy amusement park day
,,,,,,,
vuvpbeQak9Q,23,29,588702,unverified,31,English,cloudy amusement park day outside
,,,,,,,
vuvpbeQak9Q,23,29,362812,unverified,15,English,amusement park day outside cloudy
,,,,,,,
vuvpbeQak9Q,23,29,968828,unverified,33,English,day outside cloudy amusement park
,,,,,,,
vuvpbeQak9Q,23,29,984231,unverified,36,English,cloudy outside amusement park day
,,,,,,,
vuvpbeQak9Q,23,29,116080,unverified,14,English,outside amusement park day cloudy
,,,,,,,
vuvpbeQak9Q,23,29,130914,unverified,10,English,amusement park day cloudy outside
,,,,,,,
vuvpbeQak9Q,23,29,553067,unverified,32,English,day cloudy outside amusement park
,,,,,,,
vuvpbeQak9Q,23,29,180998,unverified,26,English,outside cloudy day amusement park
,,,,,,,
vuvpbeQak9Q,23,29,280252,unverified,39,English,cloudy day amusement park outside
,,,,,,,
vuvpbeQak9Q,23,29,818922,unverified,54,English,day amusement park outside cloudy
,,,,,,,
vuvpbeQak9Q,23,29,161492,unverified,30,English,amusement park outside cloudy day
,,,,,,,
4t5POXt2e68,5,11,649387,unverified,61,English,inside bright room
,,,,,,,
4t5POXt2e68,5,11,588702,unverified,94,English,bright room inside
,,,,,,,
4t5POXt2e68,5,11,588702,unverified,43,English,room inside bright
,,,,,,,
4t5POXt2e68,5,11,968828,unverified,49,English,inside room bright
,,,,,,,
4t5POXt2e68,5,11,984231,unverified,28,English,room bright inside
,,,,,,,
4t5POXt2e68,5,11,896610,unverified,23,English,bright inside room
,,,,,,,
4t5POXt2e68,5,11,116080,unverified,19,English,inside bedroom bright
,,,,,,,
4t5POXt2e68,5,11,116080,unverified,13,English,bedroom bright inside
,,,,,,,
4t5POXt2e68,5,11,553067,unverified,25,English,bright inside bedroom
,,,,,,,
zBrC1GmA0Qg,26,33,588702,unverified,891,English,inside bright room
,,,,,,,
zBrC1GmA0Qg,26,33,588702,unverified,196,English,bright room inside
,,,,,,,
zBrC1GmA0Qg,26,33,362812,unverified,20,English,room inside bright
,,,,,,,
zBrC1GmA0Qg,26,33,209436,unverified,32,English,inside room bright
,,,,,,,
zBrC1GmA0Qg,26,33,968828,unverified,46,English,room bright inside
,,,,,,,
zBrC1GmA0Qg,26,33,203142,unverified,26,English,bright inside room
,,,,,,,
zBrC1GmA0Qg,26,33,984231,unverified,21,English,inside bright living room
,,,,,,,
zBrC1GmA0Qg,26,33,130914,unverified,16,English,bright living room inside
,,,,,,,
zBrC1GmA0Qg,26,33,130914,unverified,12,English,living room inside bright
,,,,,,,
zBrC1GmA0Qg,26,33,589431,unverified,24,English,inside living room bright
,,,,,,,
zBrC1GmA0Qg,26,33,767031,unverified,23,English,living room bright inside
,,,,,,,
zBrC1GmA0Qg,26,33,197912,unverified,16,English,bright inside living room
,,,,,,,
hJFBXHtxKIc,317,322,588702,unverified,38,English,inside bright kitchen
,,,,,,,
hJFBXHtxKIc,317,322,588702,unverified,35,English,bright kitchen inside
,,,,,,,
hJFBXHtxKIc,317,322,942917,unverified,354,English,kitchen inside bright
,,,,,,,
hJFBXHtxKIc,317,322,968828,unverified,42,English,inside kitchen bright
,,,,,,,
hJFBXHtxKIc,317,322,203142,unverified,18,English,kitchen bright inside
,,,,,,,
hJFBXHtxKIc,317,322,984231,unverified,31,English,bright inside kitchen
,,,,,,,
6owu8Mow0_g,527,534,588702,unverified,40,English,inside bright kitchen
,,,,,,,
6owu8Mow0_g,527,534,588702,unverified,59,English,bright kitchen inside
,,,,,,,
6owu8Mow0_g,527,534,362812,unverified,11,English,kitchen inside bright
,,,,,,,
6owu8Mow0_g,527,534,968828,unverified,52,English,inside kitchen bright
,,,,,,,
6owu8Mow0_g,527,534,984231,unverified,38,English,kitchen bright inside
,,,,,,,
6owu8Mow0_g,527,534,116080,unverified,34,English,bright inside kitchen
,,,,,,,
nhm_APPwhWk,6,12,649387,unverified,79,English,outside sunny road day
,,,,,,,
nhm_APPwhWk,6,12,588702,unverified,51,English,sunny road day outside
,,,,,,,
nhm_APPwhWk,6,12,588702,unverified,50,English,road day outside sunny
,,,,,,,
nhm_APPwhWk,6,12,553067,unverified,37,English,day outside sunny road
,,,,,,,
nhm_APPwhWk,6,12,968828,unverified,49,English,sunny outside road day
,,,,,,,
nhm_APPwhWk,6,12,388403,unverified,100,English,outside road day sunny
,,,,,,,
nhm_APPwhWk,6,12,203142,unverified,15,English,road day sunny outside
,,,,,,,
nhm_APPwhWk,6,12,252681,clean,25,English,day sunny outside road
,,,,,,,
nhm_APPwhWk,6,12,135621,clean,101,English,outside sunny day road
,,,,,,,
nhm_APPwhWk,6,12,922727,clean,55,English,sunny day road outside
,,,,,,,
nhm_APPwhWk,6,12,275759,clean,71,English,day road outside sunny
,,,,,,,
nhm_APPwhWk,6,12,825347,clean,14,English,road outside sunny day
,,,,,,,
9xVqwy_4pmQ,36,49,588702,unverified,69,English,inside bright kitchen
,,,,,,,
9xVqwy_4pmQ,36,49,588702,unverified,57,English,bright kitchen inside
,,,,,,,
9xVqwy_4pmQ,36,49,871585,unverified,467,English,kitchen inside bright
,,,,,,,
9xVqwy_4pmQ,36,49,968828,unverified,60,English,inside kitchen bright
,,,,,,,
9xVqwy_4pmQ,36,49,388403,unverified,25,English,kitchen bright inside
,,,,,,,
9xVqwy_4pmQ,36,49,116080,unverified,25,English,bright inside kitchen
,,,,,,,
MPuKVz3sjBA,1,12,649387,unverified,30,English,inside bright room
,,,,,,,
MPuKVz3sjBA,1,12,588702,unverified,42,English,bright room inside
,,,,,,,
MPuKVz3sjBA,1,12,588702,unverified,48,English,room inside bright
,,,,,,,
MPuKVz3sjBA,1,12,702553,unverified,36,English,inside room bright
,,,,,,,
MPuKVz3sjBA,1,12,968828,unverified,54,English,room bright inside
,,,,,,,
MPuKVz3sjBA,1,12,116080,unverified,25,English,bright inside room
,,,,,,,
MPuKVz3sjBA,1,12,896610,unverified,18,English,inside room bright happy
,,,,,,,
MPuKVz3sjBA,1,12,133558,unverified,65,English,room bright happy inside
,,,,,,,
MPuKVz3sjBA,1,12,553067,unverified,35,English,bright inside happy room
,,,,,,,
tYh4iDFgmEE,10,14,588702,unverified,53,English,inside bright Restaurant
,,,,,,,
tYh4iDFgmEE,10,14,588702,unverified,31,English,bright Restaurant inside
,,,,,,,
tYh4iDFgmEE,10,14,362812,unverified,9,English,Restaurant inside bright
,,,,,,,
tYh4iDFgmEE,10,14,968828,unverified,32,English,inside Restaurant bright
,,,,,,,
tYh4iDFgmEE,10,14,203142,unverified,24,English,Restaurant bright inside
,,,,,,,
tYh4iDFgmEE,10,14,984231,unverified,22,English,bright inside Restaurant
,,,,,,,
9QI8cgBSGo8,28,41,588702,unverified,52,English,inside bright Classroom
,,,,,,,
9QI8cgBSGo8,28,41,588702,unverified,251,English,bright Classroom inside
,,,,,,,
9QI8cgBSGo8,28,41,968828,unverified,50,English,Classroom inside bright
,,,,,,,
9QI8cgBSGo8,28,41,436916,unverified,42,English,inside Classroom bright
,,,,,,,
9QI8cgBSGo8,28,41,984231,unverified,71,English,Classroom bright inside
,,,,,,,
9QI8cgBSGo8,28,41,116080,unverified,30,English,bright inside Classroom
,,,,,,,
5OuYhq6Zl0g,0,10,588702,unverified,39,English,inside bright room
,,,,,,,
5OuYhq6Zl0g,0,10,588702,unverified,36,English,bright room inside
,,,,,,,
5OuYhq6Zl0g,0,10,702553,unverified,32,English,room inside bright
,,,,,,,
5OuYhq6Zl0g,0,10,634704,unverified,37,English,inside room bright
,,,,,,,
5OuYhq6Zl0g,0,10,458080,unverified,70,English,room bright inside
,,,,,,,
5OuYhq6Zl0g,0,10,968828,unverified,42,English,bright inside room
,,,,,,,
5OuYhq6Zl0g,0,10,116080,unverified,25,English,room inside bright happy
,,,,,,,
5OuYhq6Zl0g,0,10,984231,unverified,20,English,inside room happy bright
,,,,,,,
5OuYhq6Zl0g,0,10,203142,unverified,28,English,room bright happy inside
,,,,,,,
5OuYhq6Zl0g,0,10,484638,unverified,41,English,bright inside happy room
,,,,,,,
OIjsSu_I4So,6,10,588702,unverified,31,English,outside sunny road day
,,,,,,,
OIjsSu_I4So,6,10,588702,unverified,30,English,sunny road day outside
,,,,,,,
OIjsSu_I4So,6,10,942917,unverified,170,English,road day outside sunny
,,,,,,,
OIjsSu_I4So,6,10,203142,unverified,15,English,day outside sunny road
,,,,,,,
OIjsSu_I4So,6,10,984231,unverified,21,English,sunny outside road day
,,,,,,,
OIjsSu_I4So,6,10,116080,unverified,16,English,outside road day sunny
,,,,,,,
OIjsSu_I4So,6,10,130914,unverified,14,English,road day sunny outside
,,,,,,,
OIjsSu_I4So,6,10,408475,unverified,18,English,day sunny outside road
,,,,,,,
OIjsSu_I4So,6,10,180998,unverified,21,English,outside sunny day road
,,,,,,,
OIjsSu_I4So,6,10,362812,unverified,13,English,sunny day road outside
,,,,,,,
OIjsSu_I4So,6,10,209436,unverified,36,English,day road outside sunny
,,,,,,,
OIjsSu_I4So,6,10,339861,unverified,40,English,road outside sunny day
,,,,,,,
zuYZ5kPatJE,78,116,588702,unverified,51,English,inside bright room
,,,,,,,
zuYZ5kPatJE,78,116,588702,unverified,42,English,bright room inside
,,,,,,,
zuYZ5kPatJE,78,116,652099,unverified,37,English,room inside bright
,,,,,,,
zuYZ5kPatJE,78,116,702553,unverified,39,English,inside room bright
,,,,,,,
zuYZ5kPatJE,78,116,968828,unverified,82,English,room bright inside
,,,,,,,
zuYZ5kPatJE,78,116,408475,unverified,46,English,bright inside room
,,,,,,,
WqwcWk1In_g,46,54,588702,unverified,32,English,outside sunny grassland day
,,,,,,,
WqwcWk1In_g,46,54,588702,unverified,39,English,sunny grassland day outside
,,,,,,,
WqwcWk1In_g,46,54,652099,unverified,40,English,lawn day outside sunny
,,,,,,,
WqwcWk1In_g,46,54,702553,unverified,17,English,day outside sunny lawn
,,,,,,,
WqwcWk1In_g,46,54,968828,unverified,38,English,sunny outside lawn day
,,,,,,,
WqwcWk1In_g,46,54,553067,unverified,28,English,outside lawn day sunny
,,,,,,,
WqwcWk1In_g,46,54,180998,unverified,70,English,lawn day sunny outside
,,,,,,,
WqwcWk1In_g,46,54,362812,unverified,18,English,day sunny outside grassland
,,,,,,,
WqwcWk1In_g,46,54,615202,unverified,83,English,outside sunny day lawn
,,,,,,,
WqwcWk1In_g,46,54,818922,unverified,32,English,sunny day lawn outside
,,,,,,,
WqwcWk1In_g,46,54,429648,unverified,30,English,day grassland outside sunny
,,,,,,,
WqwcWk1In_g,46,54,550906,clean,30,English,lawn outside sunny day
,,,,,,,
lvFYUmDSOvU,34,38,588702,unverified,36,English,outside sunny grassland day
,,,,,,,
lvFYUmDSOvU,34,38,588702,unverified,31,English,sunny grassland day outside
,,,,,,,
lvFYUmDSOvU,34,38,968828,unverified,40,English,lawn day outside clear
,,,,,,,
lvFYUmDSOvU,34,38,984231,unverified,25,English,day outside sunny lawn
,,,,,,,
lvFYUmDSOvU,34,38,116080,unverified,19,English,sunny outside lawn day
,,,,,,,
lvFYUmDSOvU,34,38,130914,unverified,8,English,outside lawn day sunny
,,,,,,,
lvFYUmDSOvU,34,38,553067,unverified,25,English,lawn day sunny outside
,,,,,,,
lvFYUmDSOvU,34,38,180998,unverified,32,English,day clear outside grassland
,,,,,,,
lvFYUmDSOvU,34,38,362812,unverified,17,English,outside sunny day lawn
,,,,,,,
lvFYUmDSOvU,34,38,362812,unverified,12,English,clear day lawn outside
,,,,,,,
lvFYUmDSOvU,34,38,161492,unverified,35,English,day grassland outside clear
,,,,,,,
lvFYUmDSOvU,34,38,339861,unverified,70,English,lawn outside sunny day
,,,,,,,
kquB3rIgfGk,537,544,588702,unverified,88,English,inside bright kitchen
,,,,,,,
kquB3rIgfGk,537,544,588702,unverified,68,English,bright kitchen inside
,,,,,,,
kquB3rIgfGk,537,544,652099,unverified,47,English,kitchen inside bright
,,,,,,,
kquB3rIgfGk,537,544,914223,unverified,89,English,inside kitchen bright
,,,,,,,
kquB3rIgfGk,537,544,968828,unverified,42,English,kitchen bright inside
,,,,,,,
kquB3rIgfGk,537,544,984231,unverified,28,English,bright inside kitchen
,,,,,,,
io2dbV-Qbus,215,247,588702,unverified,73,English,inside bright kitchen
,,,,,,,
io2dbV-Qbus,215,247,588702,unverified,57,English,bright kitchen inside
,,,,,,,
io2dbV-Qbus,215,247,702553,unverified,70,English,kitchen inside bright
,,,,,,,
io2dbV-Qbus,215,247,142864,unverified,182,English,inside kitchen bright
,,,,,,,
io2dbV-Qbus,215,247,968828,unverified,69,English,kitchen bright inside
,,,,,,,
io2dbV-Qbus,215,247,388403,unverified,39,English,bright inside kitchen
,,,,,,,
QGJy1K91gP4,90,100,649387,unverified,38,English,outside windy day
,,,,,,,
QGJy1K91gP4,90,100,588702,unverified,54,English,windy day outside
,,,,,,,
QGJy1K91gP4,90,100,702553,unverified,34,English,day outside windy
,,,,,,,
QGJy1K91gP4,90,100,968828,unverified,39,English,day outside windy
,,,,,,,
QGJy1K91gP4,90,100,116080,unverified,25,English,windy outside day
,,,,,,,
QGJy1K91gP4,90,100,984231,unverified,59,English,outside day windy
,,,,,,,
QGJy1K91gP4,90,100,116080,unverified,16,English,day windy outside
,,,,,,,
QGJy1K91gP4,90,100,130914,unverified,13,English,day windy outside
,,,,,,,
QGJy1K91gP4,90,100,553067,unverified,29,English,outside windy day
,,,,,,,
QGJy1K91gP4,90,100,288497,unverified,111,English,windy day outside
,,,,,,,
QGJy1K91gP4,90,100,180998,unverified,28,English,day outside windy
,,,,,,,
QGJy1K91gP4,90,100,362812,unverified,18,English ,outside windy day
,,,,,,,
1dA1RQgPN3c,72,82,588702,unverified,44,English,outside sunny Terrace day
,,,,,,,
1dA1RQgPN3c,72,82,588702,unverified,40,English,sunny Terrace day outside
,,,,,,,
1dA1RQgPN3c,72,82,984231,unverified,35,English,Terrace day outside sunny
,,,,,,,
1dA1RQgPN3c,72,82,896610,unverified,46,English,day outside sunny Terrace
,,,,,,,
1dA1RQgPN3c,72,82,116080,unverified,214,English,sunny outside Terrace day
,,,,,,,
1dA1RQgPN3c,72,82,130914,unverified,16,English,outside Terrace day sunny
,,,,,,,
1dA1RQgPN3c,72,82,553067,unverified,34,English,Terrace day sunny outside
,,,,,,,
1dA1RQgPN3c,72,82,408475,unverified,31,English,day sunny outside Terrace
,,,,,,,
1dA1RQgPN3c,72,82,180998,unverified,36,English,outside sunny day Terrace
,,,,,,,
1dA1RQgPN3c,72,82,362812,unverified,19,English,sunny day Terrace outside
,,,,,,,
1dA1RQgPN3c,72,82,362812,unverified,17,English,day Terrace outside sunny
,,,,,,,
1dA1RQgPN3c,72,82,339861,unverified,81,English,Terrace outside sunny day
,,,,,,,
27hs9W89FuI,0,10,588702,unverified,87,English,Soccer field
,,,,,,,
27hs9W89FuI,0,10,588702,unverified,30,English,Stadium
,,,,,,,
27hs9W89FuI,0,10,362812,unverified,16,English,field
,,,,,,,
ScdUht-pM6s,53,63,862064,unverified,30,English,inside bright kitchen
,,,,,,,
ScdUht-pM6s,53,63,588702,unverified,53,English,bright kitchen inside
,,,,,,,
ScdUht-pM6s,53,63,968828,unverified,77,English,kitchen inside bright
,,,,,,,
ScdUht-pM6s,53,63,589431,unverified,36,English,inside kitchen bright
,,,,,,,
ScdUht-pM6s,53,63,280252,unverified,65,English,kitchen bright inside
,,,,,,,
ScdUht-pM6s,53,63,429648,unverified,47,English,bright inside kitchen
,,,,,,,
r2PM0om2El8,18,25,588702,unverified,53,English,outside sunny garden day
,,,,,,,
r2PM0om2El8,18,25,588702,unverified,58,English,sunny garden day outside
,,,,,,,
r2PM0om2El8,18,25,968828,unverified,35,English,garden day outside sunny
,,,,,,,
r2PM0om2El8,18,25,252681,clean,30,English,day outside sunny garden
,,,,,,,
r2PM0om2El8,18,25,280252,clean,90,English,sunny outside garden day
,,,,,,,
r2PM0om2El8,18,25,922727,clean,25,English,outside garden day sunny
,,,,,,,
r2PM0om2El8,18,25,275759,clean,82,English,garden day sunny outside
,,,,,,,
r2PM0om2El8,18,25,825347,clean,16,English,day sunny outside garden
,,,,,,,
r2PM0om2El8,18,25,374994,clean,24,English,outside sunny day garden
,,,,,,,
r2PM0om2El8,18,25,297776,clean,31,English,sunny day garden outside
,,,,,,,
r2PM0om2El8,18,25,155632,clean,40,English,day garden outside sunny
,,,,,,,
r2PM0om2El8,18,25,772960,clean,135,English,garden outside sunny day
,,,,,,,
W6_XuNhgtrM,2,5,588702,unverified,40,English,outside clear desert day
,,,,,,,
W6_XuNhgtrM,2,5,588702,unverified,34,English,sunny desert day outside
,,,,,,,
W6_XuNhgtrM,2,5,553067,unverified,42,English,desert day outside sunny
,,,,,,,
W6_XuNhgtrM,2,5,702553,unverified,52,English,day outside sunny desert
,,,,,,,
W6_XuNhgtrM,2,5,968828,unverified,108,English,sunny outside desert day
,,,,,,,
W6_XuNhgtrM,2,5,388403,unverified,38,English,outside desert day clear
,,,,,,,
W6_XuNhgtrM,2,5,550906,clean,32,English,desert day clear outside
,,,,,,,
W6_XuNhgtrM,2,5,215924,clean,51,English,day clear outside desert
,,,,,,,
W6_XuNhgtrM,2,5,257003,clean,43,English,outside sunny day desert
,,,,,,,
W6_XuNhgtrM,2,5,280252,clean,51,English,sunny day desert outside
,,,,,,,
W6_XuNhgtrM,2,5,164462,clean,60,English,day desert outside clear
,,,,,,,
W6_XuNhgtrM,2,5,155632,clean,78,English,desert outside clear day
,,,,,,,
uZEGu-TA2cU,42,58,588702,unverified,169,English,outside road evening
,,,,,,,
uZEGu-TA2cU,42,58,588702,unverified,70,English,street evening outside
,,,,,,,
uZEGu-TA2cU,42,58,702553,unverified,72,English,street evening outside
,,,,,,,
uZEGu-TA2cU,42,58,553067,unverified,47,English,evening outside street
,,,,,,,
uZEGu-TA2cU,42,58,362812,unverified,25,English,outside road evening
,,,,,,,
uZEGu-TA2cU,42,58,280252,unverified,45,English,outside street evening
,,,,,,,
uZEGu-TA2cU,42,58,818922,unverified,71,English,street evening outside
,,,,,,,
uZEGu-TA2cU,42,58,550906,clean,27,English,evening outside road
,,,,,,,
uZEGu-TA2cU,42,58,625932,clean,44,English,outside evening street
,,,,,,,
uZEGu-TA2cU,42,58,155632,clean,31,English ,evening street outside
,,,,,,,
uZEGu-TA2cU,42,58,922727,clean,48,English,evening road outside
,,,,,,,
uZEGu-TA2cU,42,58,215924,clean,70,English,street outside evening
,,,,,,,
PJnJMp2ZpbA,3,15,588702,unverified,68,English,outside sunny park day
,,,,,,,
PJnJMp2ZpbA,3,15,588702,unverified,41,English,sunny park day outside
,,,,,,,
PJnJMp2ZpbA,3,15,553067,unverified,40,English,park day outside sunny
,,,,,,,
PJnJMp2ZpbA,3,15,968828,unverified,36,English,day outside sunny park
,,,,,,,
PJnJMp2ZpbA,3,15,458080,unverified,19,English,sunny outside park day
,,,,,,,
PJnJMp2ZpbA,3,15,550906,clean,55,English,outside park day sunny
,,,,,,,
PJnJMp2ZpbA,3,15,553931,clean,22,English,park day sunny outside
,,,,,,,
PJnJMp2ZpbA,3,15,309959,clean,21,English,day sunny outside park
,,,,,,,
PJnJMp2ZpbA,3,15,762891,clean,32,English,outside sunny day park
,,,,,,,
PJnJMp2ZpbA,3,15,275759,clean,35,English,sunny day park outside
,,,,,,,
PJnJMp2ZpbA,3,15,922727,clean,262,English,day park outside sunny
,,,,,,,
PJnJMp2ZpbA,3,15,280252,clean,37,English,park outside sunny day
,,,,,,,
pzq5fPfsPZg,51,57,588702,unverified,79,English,inside bright living room
,,,,,,,
pzq5fPfsPZg,51,57,588702,unverified,31,English,bright living room inside
,,,,,,,
pzq5fPfsPZg,51,57,362812,unverified,12,English,living room inside bright
,,,,,,,
pzq5fPfsPZg,51,57,362812,unverified,18,English,inside living room bright
,,,,,,,
